name,price,socket,form_factor,max_memory,memory_slots,color
MSI TRX40 PRO 10G,,sTRX4,ATX,256,8,Black / Silver
MSI MAG Z690 TORPEDO,,LGA1700,ATX,192,4,Blue / Black
Gigabyte Z490 AORUS PRO AX,449.99,LGA1200,ATX,128,4,Black / Silver
Asus ROG STRIX B460-I GAMING,,LGA1200,Mini ITX,64,2,Black / Silver
Asus TUF Z390M-PRO GAMING (WI-FI),,LGA1151,Micro ATX,128,4,Black / Gold
Gigabyte GA-Z77X-UD5H,,LGA1155,ATX,32,4,Black / Blue
Gigabyte GA-970A-UD3P,,AM3+,ATX,32,4,Black / Gray
MSI B150M MORTAR,,LGA1151,Micro ATX,64,4,Black / White
Biostar H610MH D5,,LGA1700,Micro ATX,96,2,Black / Silver
Gigabyte Z690I AORUS ULTRA PLUS DDR4 (rev. 1.0),,LGA1700,Mini ITX,64,2,
ASRock A320M-HDV R3.0,,AM4,Micro ATX,32,2,Black
Asus ROG MAXIMUS XI GENE,,LGA1151,Micro ATX,64,2,Black
Asus Z97-P,,LGA1150,ATX,32,4,Black / Gold
ASRock C236 WSI,,LGA1151,Mini ITX,32,2,Green / Blue
Gigabyte B460M AORUS PRO,,LGA1200,Micro ATX,128,4,Black / Orange
ASRock X570D4U,349.99,AM4,Micro ATX,128,4,Green
Asus PRIME Z390M-PLUS,,LGA1151,Micro ATX,128,4,White / Black
Asus H61M-C,,LGA1155,Micro ATX,16,2,Black / Blue
Asus Z10PA-D8,,2 x LGA2011-3,ATX,512,8,Blue / White
Gigabyte GA-Z170N-Gaming 5,,LGA1151,Mini ITX,32,2,Black / Red
ASRock Z270 Extreme4,,LGA1151,ATX,64,4,Black / White
ASRock Z370 Killer SLI/ac,,LGA1151,ATX,64,4,Black / Silver
Asus PRIME H310M-A,,LGA1151,Micro ATX,32,2,Silver / Black
Asus TUF H370-Pro Gaming (WI-FI),,LGA1151,ATX,64,4,Black / Silver
Gigabyte Z370M DS3H,,LGA1151,Micro ATX,64,4,Black / Silver
ASRock B460 Steel Legend,,LGA1200,ATX,128,4,Black / Silver
Gigabyte H470M K,,LGA1200,Micro ATX,64,2,Black
Asus PRIME X570-P/CSM,,AM4,ATX,128,4,Black / Silver
Asus P5QProTurbo,,LGA775,ATX,16,4,Multicolor
Asus H81M-A,,LGA1150,Micro ATX,16,2,Black / Gold
MSI AM1I,,AM1,Mini ITX,32,2,Black / Silver
ASRock X99 Extreme4,,LGA2011-3,ATX,128,8,Black / Blue
MSI A68HM-E33 V2,,FM2+,Micro ATX,32,2,Black
Asus SABERTOOTH Z170 S,,LGA1151,ATX,64,4,White / Gray
Asus TUF B360-PRO GAMING,,LGA1151,ATX,64,4,Black / Orange
ASRock Z390 Extreme4,,LGA1151,ATX,128,4,Black
ASRock Z390M Pro4,,LGA1151,Micro ATX,128,4,Black / Silver
MSI MEG Z590 GODLIKE,531.35,LGA1200,EATX,128,4,Black / Silver
MSI MEG Z590 ACE,489,LGA1200,ATX,128,4,Black
Gigabyte B360M D3H,,LGA1151,Micro ATX,64,4,Silver / Black
Intel DQ67SWB3,,LGA1155,Micro ATX,32,4,Green / Blue
Asus Z97-K/CSM,,LGA1150,ATX,32,4,Black / Gold
Supermicro X10SRM-TF,,LGA2011-3 Narrow,Micro ATX,512,4,Black / Green
Asus PRIME B250M-PLUS,,LGA1151,Micro ATX,64,4,Black / Red
ASRock Z370M-ITX/ac,,LGA1151,Mini ITX,32,2,Black / Silver
ASRock H310M-HDV,,LGA1151,Micro ATX,32,2,Black / Silver
MSI Z370M MORTAR,,LGA1151,Micro ATX,64,4,Black / Red
Supermicro X11SCA-F,,LGA1151,ATX,128,4,Green / Silver
MSI MAG B560M BAZOOKA,,LGA1200,Micro ATX,128,4,Black / Green
Gigabyte B650 EAGLE AX,,AM5,ATX,192,4,Gray / Black
Gigabyte A620M C,,AM5,Micro ATX,192,4,Gray / Black
Asus P7P55D-E LX,,LGA1156,ATX,16,4,Blue / White
ASRock Z270 Pro4,,LGA1151,ATX,64,4,Black / White
MSI X370 GAMING PRO,,AM4,ATX,64,4,Black / Red
Gigabyte GA-Z77X-UD4H,,LGA1155,ATX,32,4,Black / Gray
Gigabyte GA-Z77-D3H,,LGA1155,ATX,32,4,Blue / White
Asus P8Z77-I Deluxe,,LGA1155,Mini ITX,16,2,Black / Blue
Gigabyte GA-Z97X-GAMING 7,,LGA1150,ATX,32,4,Black / Red
Asus A68HM-Plus,,FM2+,Micro ATX,32,2,Black
Asus PRIME Z270-K,,LGA1151,ATX,64,4,Black / White
Gigabyte GA-Z270XP-SLI,,LGA1151,ATX,64,4,Black / Red
Gigabyte GA-H270-Gaming 3,,LGA1151,ATX,64,4,Black / Silver
Asus TUF Z370 Pro Gaming,,LGA1151,ATX,64,4,Black / Yellow
MSI H310M PRO-M2,,LGA1151,Micro ATX,32,2,Brown / Black
MSI A520M PRO-VDH,,AM4,Micro ATX,128,4,Brown / Black
Gigabyte H470M H,,LGA1200,Micro ATX,64,2,Black
Asus PRIME A320M-C R2.0,,AM4,Micro ATX,32,2,Black / Gold
MSI MAG B460M BAZOOKA,,LGA1200,Micro ATX,128,4,Black / Silver
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),,LGA1151,ATX,64,4,Black / Red
Asus PRIME B350M-K,,AM4,Micro ATX,32,2,Black / Silver
Gigabyte H310N,,LGA1151,Mini ITX,32,2,Black
ASRock TRX40 TAICHI,,sTRX4,ATX,256,8,Black / Silver
Asus PRIME Z490M-PLUS,,LGA1200,Micro ATX,128,4,Black / White
Gigabyte Z690I AORUS ULTRA DDR4,,LGA1700,Mini ITX,64,2,Black / Silver
Supermicro X9SRA,569.95,LGA2011,ATX,64,8,Black / Green
Gigabyte B360 HD3,,LGA1151,ATX,64,4,Silver / Black
MSI MAG Z390M MORTAR,,LGA1151,Micro ATX,128,4,Black / Silver
Asus P9X79 PRO,,LGA2011,ATX,64,8,Black / Blue
Gigabyte GA-B150M-DS3H,,LGA1151,Micro ATX,64,4,Black
MSI Z270 TOMAHAWK,,LGA1151,ATX,64,4,Black / Red
MSI A320M PRO-VD/S,,AM4,Micro ATX,32,2,Brown / Black
MSI TRX40 PRO WIFI,,sTRX4,ATX,256,8,Black / Silver
Gigabyte Z490 GAMING X,,LGA1200,ATX,128,4,Black / Silver
MSI B560M PRO,,LGA1200,Micro ATX,64,2,Black
Asus ROG STRIX B560-I GAMING WIFI,,LGA1200,Mini ITX,64,2,Black
Asus ROG Maximus XIII Apex,649.99,LGA1200,ATX,64,2,Black
ASRock Fatal1ty X470 Gaming-ITX/ac,,AM4,Mini ITX,32,2,Black / Silver
Gigabyte B760M AORUS PRO AX,,LGA1700,Micro ATX,192,4,Black / Silver
MSI MAG B460 TORPEDO,299.89,LGA1200,ATX,128,4,Black
Biostar Z790A-SILVER,,LGA1700,ATX,192,4,Black / Silver
Asus P5KPL-AM EPU,,LGA775,Micro ATX,4,2,Multicolor
Gigabyte GA-B75M-D3V,,LGA1155,Micro ATX,16,2,Blue / White
Gigabyte GA-Z97MX-Gaming 5,,LGA1150,Micro ATX,32,4,Black / Red
Gigabyte B360M D3P,,LGA1151,Micro ATX,64,4,Silver / Black
Asus PRIME H510M-R R2.0,,LGA1200,Micro ATX,64,2,Black
MSI MAG B460M MORTAR,,LGA1200,Micro ATX,128,4,Black / Silver
Asus H97-PRO GAMER,,LGA1150,ATX,32,4,Black / Red
Biostar X370GTN,,AM4,Mini ITX,32,2,Black
Gigabyte GA-P85-D3T,,LGA1150,ATX,16,2,Black
ASRock Z170 Extreme4+,,LGA1151,ATX,64,4,Black / Gold
ASRock E3C224-V4L,,LGA1150,ATX,32,4,Green / Blue
ASRock E3C224D4M-16RE,,LGA1150,ATX,32,4,Green / Blue
ASRock Fatal1ty H170 Performance/D3,,LGA1151,ATX,64,4,Black / Red
ASRock Fatal1ty B150 Gaming K4/D3,,LGA1151,ATX,64,4,Black / Red
ECS Z170-CLAYMORE,,LGA1151,ATX,64,4,Black
Supermicro C7Z170-M,,LGA1151,Micro ATX,64,4,Black / Red
Asus B150M-C/CSM,,LGA1151,Micro ATX,64,4,Black / Gold
Gigabyte MW31-SP0,,LGA1151,ATX,64,4,Black / Blue
ASRock E3V5 Performance Gaming/OC,,LGA1151,ATX,64,4,Black / Red
ASRock B150 GAMING K4/HYPER,,LGA1151,ATX,64,4,Black / Red
ASRock Z170M OC Formula,,LGA1151,Micro ATX,32,2,Black / Yellow
Gigabyte GA-Z170X-Designare,,LGA1151,ATX,64,4,Black / Blue
ASRock B150M Pro4/Hyper,,LGA1151,Micro ATX,64,4,Black / White
Supermicro MBD-X10SLL+-F,,LGA1150,Micro ATX,32,4,Green
Asus H170-PRO/USB 3.1,,LGA1151,ATX,64,4,Black / Gold
Biostar RACING Z170GTN,,LGA1151,Mini ITX,32,2,Black
Biostar B250GT5,,LGA1151,ATX,64,4,Black / White
Biostar B250GT3,,LGA1151,Micro ATX,64,4,Black / White
Supermicro C7Z270-PG,,LGA1151,ATX,64,4,Black
Supermicro C7Z270-CG-L,,LGA1151,ATX,64,4,Black / Red
Supermicro C7Z270-CG,,LGA1151,ATX,64,4,Black / Green
Supermicro X11SSZ-F,,LGA1151,Micro ATX,64,4,Green
Asus PRIME H270M PLUS CSM,,LGA1151,Micro ATX,64,4,Black
Gigabyte B360M D3V,,LGA1151,Micro ATX,32,2,Silver / Black
Gigabyte H410M DS2V,,LGA1200,Micro ATX,64,2,Black / Silver
ASRock H410M-HDVP2,,LGA1200,Micro ATX,64,2,Black / Silver
Biostar Racing Z490T-Silver,,LGA1200,Mini ITX,64,2,Black / Silver
Biostar Z490GTN,,LGA1200,Mini ITX,64,2,Black
Biostar B460GTA,,LGA1200,ATX,128,4,Black
Biostar B350M,,AM4,Micro ATX,32,2,Black / Yellow
Asus EX-H610M-V3 D4-CSM,,LGA1700,Micro ATX,64,2,Red / Black
Biostar B660M-SILVER,,LGA1700,Micro ATX,128,4,Silver / Black
Asus PRIME H610M-F D4-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
Asus EX-B660M-V5-PRO-D4,,LGA1700,Micro ATX,64,2,Red / Black
MSI Z590M PRO,,LGA1200,Micro ATX,128,4,Black / Silver
Biostar B760MX-E,,LGA1700,Micro ATX,96,2,Black
Asus Pro Q670M-CE D4-CSM,,LGA1700,Micro ATX,128,4,Green / Black
Asus Pro H610M-CT2 D4-CSM,,LGA1700,Micro ATX,64,2,Green
Biostar B650MS2,,AM5,Micro ATX,96,2,Black / Silver
Biostar H610MS,,LGA1700,Micro ATX,64,2,Brown / Black
Biostar H610MT-E,,LGA1700,Micro ATX,64,2,Black
Asus PRIME B760M-R D4-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte H610M K V2,,LGA1700,Micro ATX,96,2,Brown / Black
Asus PRIME H610M-F D4 R2.0-CSM,,LGA1700,Micro ATX,64,2,Black / Silver
Gigabyte B760M D,,LGA1700,Micro ATX,96,2,Black / Gray
Asus PRIME B760M-PLUS-CSM,,LGA1700,Micro ATX,192,4,Silver / Black
Gigabyte Z590M,,LGA1200,Micro ATX,128,4,Black / Brown
Gigabyte Z790 D AX,,LGA1700,ATX,192,4,Black / Gray
Gigabyte GA-H55M-USB3,,LGA1156,Micro ATX,16,4,Blue / White
Gigabyte GA-H55N-USB3,,LGA1156,Mini ITX,8,2,Blue / White
Gigabyte GA-H55-USB3,,LGA1156,ATX,16,4,Blue / White
EVGA 141-LF-E658-KR,,LGA1156,EATX,16,4,Black / Red
Gigabyte GA-P55A-UD6,,LGA1156,ATX,16,6,Blue / White
MSI 740GM-P25,,AM3,Micro ATX,8,2,Black / Blue
Foxconn A74ML-K,,AM3,Micro ATX,8,2,Blue / White
Gigabyte GA-770T-USB3,,AM3,ATX,16,4,Blue / White
ASRock M3A770DE,,AM3,ATX,16,4,Multicolor
MSI 770T-C45,,AM3/AM2+/AM2,ATX,8,4,
Asus M4A785T-M/CSM,,AM3,Micro ATX,16,4,Black / Blue
Asus M4A785TD-V EVO/U3S6,,AM3,ATX,16,4,Black / Blue
ASRock A785GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,
ASRock A785GXH/128M,,AM3/AM2+/AM2,ATX,16,4,
Gigabyte GA-MA785GT-UD3H,,AM3,ATX,16,4,Blue / White
Asus M4A88T-M,,AM3,Micro ATX,16,4,Black / Blue
ASRock A790GMH/128M,,AM3/AM2+/AM2,Micro ATX,16,4,
Jetway JMA3-79GDGD-LF,,AM3/AM2+/AM2,Micro ATX,8,4,
Gigabyte GA-790XTA-UD4,,AM3,ATX,16,4,Blue / White
Gigabyte GA-890XA-UD3,,AM3,ATX,16,4,Blue / White
ASRock 880G Extreme3,,AM3,ATX,16,4,Black / Blue
Biostar TA890GXB HD,,AM3,Micro ATX,16,4,Black / Red
Biostar TA890GXE,,AM3,Micro ATX,16,4,Black / Red
Asus M4A89GTD PRO,,AM3,ATX,16,4,Black / Blue
EVGA 121-BL-E756-TR,,LGA1366,Micro ATX,24,6,Black / Red
Zotac H55ITX-A-E,,LGA1156,Mini ITX,8,2,Black / Yellow
ASRock 880GM-LE,,AM3,Micro ATX,8,2,Black / Blue
ASRock 880GXH/USB3,,AM3,ATX,16,4,Black / Blue
ASRock 890GM Pro3,,AM3,Micro ATX,16,4,Black / Blue
ASRock A780LM-S,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
Gigabyte GA-D525TUD,,Integrated Atom D525,Mini ITX,4,2,Blue
Intel D525MW,,Integrated Atom D525,Mini ITX,4,2,Green / Black
ASRock 890FX Deluxe4,,AM3,ATX,16,4,Black / Blue
Gigabyte GA-MA78LMT-S2,,AM3,Micro ATX,8,2,Blue / White
ASRock 890GX Extreme4,,AM3,ATX,16,4,Black / Blue
Biostar A880G+,,AM3,Micro ATX,8,2,Black / Red
MSI H55M-ED55,,LGA1156,Micro ATX,16,4,Black / Blue
Biostar TA790GXE,,AM3/AM2+/AM2,Micro ATX,16,4,Multicolor
Biostar A780L,,AM3/AM2+,Micro ATX,8,2,Black / Red
MSI 880GMA-E45,,AM3,Micro ATX,16,4,Black / Blue
ASRock H55M-LE,,LGA1156,Micro ATX,8,2,Black / Blue
Biostar TA890FXE,,AM3,ATX,16,4,Black / Red
MSI 870U-G55,,AM3,ATX,16,4,Black / Blue
Foxconn A88GM Deluxe,,AM3,Micro ATX,16,4,
Foxconn Q57M,,LGA1156,Micro ATX,16,4,
Jetway JMA3-880GP-LF,,AM3,Micro ATX,8,2,
Jetway JMA3-79GDGEXL-LF,,AM3/AM2+/AM2,Micro ATX,4,4,
MSI 880GMA-E53,,AM3,Micro ATX,16,4,Black / Blue
Asus M4A88T-M LE,,AM3,Micro ATX,8,2,Black / Blue
MSI 870A Fuzion,,AM3,ATX,16,4,Black / Blue
MSI 870S-G54,,AM3,ATX,16,4,Black / Blue
Biostar TH55 HD,,LGA1156,Micro ATX,16,4,
ASRock A785GM-LE/128M,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
MSI 880GM-E43,,AM3,Micro ATX,16,4,Black / Blue
Zotac GF6100-F-E,,AM3,Micro ATX,4,2,Multicolor
Jetway JMA3-785GP-LF,,AM3,Micro ATX,8,2,
ECS A750GM-M (V7.0),,AM3,Micro ATX,8,2,
Biostar TA880GB+,,AM3,Micro ATX,16,4,
Asus P7Q57-M DO/CSM,,LGA1156,Micro ATX,16,4,
Asus M4A77D,,AM3/AM2+/AM2,ATX,16,4,
MSI H55-G43,,LGA1156,ATX,16,4,Black / Blue
Biostar TPOWER i55,,LGA1156,ATX,16,4,Multicolor
Gigabyte GA-890FXA-UD7,,AM3,XL ATX,16,4,Blue / White
Asus M4A77T/USB3,,AM3,ATX,16,4,
Foxconn A88GMX,,AM3,Micro ATX,16,4,Black / Yellow
ECS A785GM-AD3(1.0),,AM3,ATX,16,4,
Biostar A780L3L,,AM3,Micro ATX,8,2,Black / Red
ECS P55H-AK (V1.0),,LGA1156,ATX,16,4,
ECS A880GM-AD3 (V1.0),,AM3,ATX,32,4,
Jetway JHZ03-GT-LF,,AM3,Micro ATX,8,4,
ECS A885GM-A2 (V1.1),,AM3,ATX,32,4,
ECS X58B-A3 SLI (V1.0),,LGA1366,ATX,24,6,
Biostar TA785GE 128M,,AM3/AM2+/AM2,Micro ATX,16,4,
Biostar TA870+,,AM3,ATX,16,4,Black / Red
Jetway JM26GT4-D3-LF,,AM3,Micro ATX,4,2,
Foxconn P55MX,,LGA1156,Micro ATX,8,2,
ECS P55H-CM (V1.0),,LGA1156,Micro ATX,16,4,
Jetway JXBLUE-H55-MINI-LF,,LGA1156,Micro ATX,8,2,
Jetway JXBLUE-77A4-LF,,AM3,ATX,8,2,
Jetway JM26GT4-A-LF,,AM3/AM2+/AM2,Micro ATX,4,2,
Gigabyte GA-X58A-UD9,,LGA1366,XL ATX,24,6,
Jetway JPA76GM5D3-LF,,AM3,Micro ATX,8,2,
Jetway JHA12-LF,,AM3,ATX,16,4,
Foxconn A9DA,,AM3,ATX,16,4,
ECS IC890GXM-A (V1.1),,AM3,ATX,32,4,
ASRock 760GM-GS3,,AM3,Micro ATX,8,2,Black / Blue
ASRock 880GMH/USB3 R2.0,,AM3,Micro ATX,16,4,
Gigabyte GA-H67A-UD3H,,LGA1155,ATX,16,4,Blue / White
Gigabyte GA-P67A-UD3P,,LGA1155,ATX,16,4,Black
Gigabyte GA-P67A-UD5,,LGA1155,ATX,16,4,Black / Silver
Gigabyte GA-P67A-UD7,,LGA1155,ATX,16,4,Black / Silver
Asus P8P67 WS Revolution,,LGA1155,ATX,32,4,
MSI H67MA-EA45,,LGA1155,Micro ATX,32,4,
MSI H67MA-EA43,,LGA1155,Micro ATX,32,4,
MSI H67MA-EA33,,LGA1155,Micro ATX,16,2,
MSI P67A-GD53,,LGA1155,ATX,32,4,Black / Blue
MSI P67S-C43,,LGA1155,ATX,32,4,Black / Blue
Biostar TP67XE,,LGA1155,ATX,16,4,
Asus P8H67-M PRO/CSM,,LGA1155,Micro ATX,32,4,Black / Blue
Biostar TH67XE,,LGA1155,Micro ATX,16,4,
MSI H67MA-E45,,LGA1155,Micro ATX,32,4,Black / Blue
MSI GF615M-P31,,AM3,Micro ATX,8,2,Red / Black
MSI 870A-G55,,AM3,ATX,16,4,Black / Blue
ECS P67H2-A,,LGA1155,ATX,16,4,Black / White
ECS P67H2-A4,,LGA1155,ATX,16,4,
ECS P67H2-A2 SLI,,LGA1155,ATX,16,4,Black / White
ECS H67H2-M3,,LGA1155,Micro ATX,16,2,Black / White
ECS H67H2-M2,,LGA1155,Micro ATX,16,4,Black / White
ECS H67H2-M4,,LGA1155,Micro ATX,16,4,
ECS H67H2-I,,LGA1155,Mini ITX,8,2,
ASRock H67DE3,,LGA1155,ATX,32,4,
ASRock H67M-GE/HT,,LGA1155,Micro ATX,32,4,Black / White
Jetway HI08,,LGA1155,ATX,16,4,
MSI 880G-E45,,AM3,ATX,16,4,
MSI 880GMA-E55,,AM3,Micro ATX,16,4,Black / Blue
ASRock P67 Transformer,,LGA1155,ATX,16,4,
ASRock Fatal1ty P67 Professional,,LGA1155,ATX,32,4,
Intel DX58OG,,LGA1366,ATX,24,6,Black / Blue
MSI 870A Fuzion Power Edition,,AM3,ATX,16,4,Black / Blue
ASRock A770DE+,,AM3/AM2+/AM2,ATX,16,4,
Biostar A780L3G,,AM3,Micro ATX,8,2,Black / Red
Biostar G41U3G,,LGA775,Micro ATX,8,2,Black / Red
Biostar A880GU3,,AM3,Micro ATX,8,2,Black / Red
MSI H67MS-E33,,LGA1155,Micro ATX,16,2,Black / Blue
Foxconn Inferno Katana GTI,,LGA1156,ATX,16,4,Black / Red
Foxconn Inferno Katana,,LGA1156,ATX,16,4,
ECS A890GXM-A(2.0),,AM3,ATX,32,4,
ECS A880GM-M6(1.0),,AM3,Micro ATX,32,4,
Biostar TA785G3+,,AM3,Micro ATX,16,4,Black / Red
Gigabyte G1.Sniper,,LGA1366,ATX,24,6,
Biostar A880G+RCH,,AM3,Micro ATX,8,2,
Biostar TA890GXERCH,,AM3,Micro ATX,16,4,
Asus Maximus IV Extreme (REV 3.0),,LGA1155,EATX,32,4,
ECS H55H-CM,,LGA1156,Micro ATX,16,4,
Asus P8H67-M LE (REV 3.0),,LGA1155,Micro ATX,16,2,
Sapphire PURE Black X58,,LGA1366,ATX,24,6,
Asus P8H67-M EVO (REV 3.0),,LGA1155,Micro ATX,32,4,
Asus P8P67 (REV 3.0),,LGA1155,ATX,32,4,
Asus P8P67 Deluxe (REV 3.0),,LGA1155,ATX,32,4,
MSI 880GMA-E35,,AM3,Micro ATX,16,2,Black / Blue
Asus P8P67-M (REV 3.0),,LGA1155,Micro ATX,32,4,
MSI P67A-GD53 (B3),,LGA1155,ATX,32,4,Black / Blue
MSI H67MS-E43 (B3),,LGA1155,Micro ATX,32,4,Black / Blue
ASRock P67 Extreme6 (B3),,LGA1155,ATX,32,4,
ASRock Fatal1ty P67 Professional (B3),,LGA1155,ATX,32,4,
ASRock P67 Pro3 (B3),,LGA1155,ATX,32,4,
Gigabyte GA-P67A-UD5-B3,,LGA1155,ATX,32,4,Black
Asus Sabertooth P67 (REV 3.0),,LGA1155,ATX,32,4,
MSI 880GMS-E35,,AM3,Micro ATX,16,2,Black / Blue
ECS P45T-AD3,,LGA775,ATX,8,4,
ASRock 890GX Pro3,,AM3,ATX,32,4,
Biostar TP67XE (B3),,LGA1155,ATX,16,4,Black / Red
Jetway JMIH61M-DU3-LF,,LGA1155,Micro ATX,8,2,
MSI NF725GM-P43,,AM3,Micro ATX,16,2,Black / Blue
Zotac H67ITX-C-E,,LGA1155,Mini ITX,16,2,Black / Yellow
Jetway JMA3-880GTV2-LF,,AM3,Micro ATX,8,2,
Jetway JHZ03-GT-V2-LF,,AM3,Micro ATX,8,4,
ECS P67H2-A2 SLI (B3),,LGA1155,ATX,32,4,Black / Gray
Sapphire PURE Black P67,,LGA1155,ATX,16,4,
MSI PH67S-C43 (B3),,LGA1155,ATX,32,4,
Jetway JMA760TMHG-V2-LF,,AM3,Micro ATX,8,2,
Biostar H67MH,,LGA1155,Micro ATX,8,2,Black / Red
Biostar H61MU3,,LGA1155,Micro ATX,8,2,Black / Red
ASRock P67 Pro3 SE,,LGA1155,ATX,32,4,Black / Blue
MSI P67S-C43 (B3),,LGA1155,ATX,32,4,Black / Blue
Foxconn A76ML-K 3.0,,AM3,Micro ATX,8,2,Blue / White
Intel DH67CFB3,,LGA1155,Mini ITX,16,2,Blue
ECS TIGD-CI3(1.0),,Integrated Atom D525,Mini ITX,4,2,
ASRock AD525PV3,,Integrated Atom D525,Mini ITX,8,2,Black / Blue
Jetway JNC85-E350-LF,,Integrated E-Series E-350,Mini ITX,8,2,
Zotac NM10-A-E-ION,,Integrated Atom D510,Mini ITX,4,2,Black / Red
Zotac NM10-A-E,,Integrated Atom D510,Mini ITX,4,2,Black / Red
Sapphire Pure White Fusion E350,,Integrated E-Series E-350,Mini ITX,8,2,
Asus AT5IONT-I,,Integrated Atom D525,Mini ITX,4,2,Black / Blue
ECS HDC-I2(1.0),,Integrated E-Series E-350,Mini ITX,8,2,
Zotac IONITX-T-U,,Integrated Atom D525,Mini ITX,4,2,
Gigabyte GA-Z68X-UD7-B3,,LGA1155,ATX,32,4,Black
MSI Z68A-GD80 (B3),,LGA1155,ATX,32,4,
ECS A880LM-M(1.0),,AM3,Micro ATX,8,2,
Zotac IONITX-S-E,,Integrated Atom D525,Mini ITX,4,2,Black / Silver
Asus E35M1-I,,Integrated E-Series E-350,Mini ITX,8,2,Black / Blue
Biostar TForce 590 SLI Deluxe,,AM2,ATX,4,4,
Biostar A770 A2+,,AM2+/AM2,ATX,16,4,
Biostar TH67A+,,LGA1155,ATX,16,4,Black / Red
EVGA 130-SB-E675-KR,,LGA1155,ATX,16,4,Black / Gray
Zotac IONITX-K-E,,Integrated Atom 330,Mini ITX,4,2,Black / Yellow
Biostar A870,,AM3,ATX,16,4,
Jetway JM28GT4D3-LF,,AM3,Micro ATX,4,2,
Biostar TH61A,,LGA1155,ATX,16,2,
MSI Z68A-GD65 (B3),,LGA1155,ATX,32,4,Black / Blue
Biostar TA75M+,,FM1,Micro ATX,32,4,Black / Red
Gigabyte GA-A75-UD4H,,FM1,ATX,32,4,Blue / White
Gigabyte GA-A75M-UD2H,,FM1,Micro ATX,32,4,Blue / White
Biostar A880GB+,,AM3,Micro ATX,8,2,
ECS A75F-M2,,FM1,Micro ATX,16,2,Black / Gray
ASRock P67 Transformer (B3),,LGA1156,ATX,16,4,
Asus AT5NM10T-I,,Integrated Atom D525,Mini ITX,4,2,Black / Blue
MSI Z68A-GD55 (B3),,LGA1155,ATX,32,4,Black / Blue
ASRock A75 Extreme6,,FM1,ATX,32,4,Black / Blue
ASRock A75 Pro4,,FM1,ATX,32,4,Black / Blue
ASRock Z68 Professional Gen3,,LGA1155,ATX,32,4,
ASRock A75 Pro4-M,,FM1,Micro ATX,32,4,Black / Blue
Biostar TA75M+RCH,,FM1,Micro ATX,32,4,
Jetway JM26GT4-LF,,AM2,Micro ATX,4,2,
MSI 880GMA-E35 (FX),,AM3,Micro ATX,16,2,Black / Blue
MSI A75A-G35,,FM1,ATX,16,2,Black / Blue
MSI Z68A-G43 (B3),,LGA1155,ATX,32,4,Black / Blue
Biostar TA785G3HD,,AM3,Micro ATX,16,4,
Jetway JNC94FL-510-LF,,Integrated Atom D510,Mini ITX,4,2,
Jetway JNC94FL-525-LF,,Integrated Atom D525,Mini ITX,8,2,
ASRock Z68M-ITX/HT,,LGA1155,Mini ITX,16,2,Black / Blue
Jetway JA76MG2,,AM3,Micro ATX,8,2,
ASRock A75M-ITX,,FM1,Mini ITX,16,2,Black / Blue
ASRock A785GM-LE,,AM3/AM2+/AM2,Micro ATX,8,2,Multicolor
MSI A75A-G55,,FM1,ATX,32,4,Black / Blue
EVGA 160-SB-E689-K2,,LGA1155,EATX,16,4,Black / Red
MSI A55M-P35,,FM1,Micro ATX,16,2,Black / Blue
Jetway JTA75MG,,FM1,Micro ATX,8,2,Black / Red
ASRock 870iCafe R2.0,,AM3+,ATX,32,4,Black / Blue
Jetway JTN68M,,AM3,ATX,16,2,
Asus F1A75-I Deluxe,,FM1,Mini ITX,16,2,Black / Blue
Jetway JTI61AG3,,LGA1155,ATX,8,2,
Asus F1A75-M PRO/CSM,,FM1,Micro ATX,64,4,
ECS A990FXM-A V1.0,,AM3+,ATX,128,4,
Gigabyte GA-X79-UD7,,LGA2011,XL ATX,32,4,Black / Orange
ECS A55F-M2(1.0A),,FM1,Micro ATX,32,2,Black / Silver
ECS X79R-AX(1.0),,LGA2011,ATX,64,4,
Biostar TZ68K+,,LGA1155,ATX,32,4,Black / Red
EVGA 151-SE-E779-KR,,LGA2011,XL ATX,32,4,Black / Red
Jetway JI61G-ITX,,LGA1155,Mini ITX,8,2,
Intel DZ68ZV,,LGA1155,ATX,32,4,Black / Blue
Jetway JHA16-ULTRA,,FM1,ATX,16,4,
Jetway JTA980AG,,AM3+,ATX,8,2,
Jetway JTIZ68MG,,LGA1155,Micro ATX,16,4,
Jetway JTA88MG,,AM3,Micro ATX,8,2,
Jetway JNC9KDL-2700,,Integrated Atom D2700,Mini ITX,4,2,
Gigabyte GA-Z68AP-D3(R2.0),,LGA1155,ATX,32,4,
MSI H67MS-E33 (B3),,LGA1155,Micro ATX,16,2,Black / Blue
Foxconn D250S,,Integrated Atom D2500,Mini ITX,4,2,Blue / Silver
Foxconn D270S,,Integrated Atom D2700,Mini ITX,4,2,Blue / Silver
Jetway JNMF92-H61,,LGA1155,Micro ATX,8,2,
Jetway JNF9D-2700,,Integrated Atom D2700,Mini ITX,4,2,
